species,breed,heartRate,respiration,temperature,anomaly_class
cat,Sphynx,208.0,18.4,38.2,0
cat,Persian,125.1,35.2,38.5,0
cat,Maine Coon,165.7,23.9,38.2,0
dog,German Shepherd,69.7,16.1,38.2,0
dog,Labrador,76.7,14.4,37.5,0
dog,German Shepherd,82.4,10.2,37.6,0
dog,Labrador,78.0,28.2,38.7,0
cat,Sphynx,207.7,25.5,38.8,0
dog,German Shepherd,82.5,22.5,38.8,0
dog,Beagle,79.6,13.8,37.5,0
dog,Beagle,84.6,27.0,38.2,0
dog,Siberian Husky,76.3,19.7,38.3,0
dog,German Shepherd,79.2,10.1,37.9,0
dog,Siberian Husky,90.2,25.0,37.9,0
dog,Bulldog,82.3,12.2,38.9,0
dog,Siberian Husky,184.5,14.2,38.2,1
dog,Bulldog,71.3,27.6,38.4,0
dog,Poodle,64.7,22.3,38.9,0
dog,Bulldog,76.9,27.9,38.7,0
dog,Beagle,79.9,18.1,38.9,0
cat,Sphynx,150.0,32.5,38.5,0
cat,Sphynx,128.6,23.1,38.2,0
cat,Persian,209.5,32.8,38.9,0
cat,Maine Coon,183.2,34.4,38.9,0
dog,Beagle,72.1,11.3,37.8,0
cat,Bengal,198.0,34.9,38.2,0
dog,Siberian Husky,98.5,12.2,38.8,0
dog,Labrador,62.4,10.1,38.5,0
cat,Bengal,196.9,37.1,38.1,0
dog,Beagle,85.9,19.0,39.0,0
dog,Siberian Husky,70.2,20.6,37.8,0
cat,Maine Coon,147.0,33.6,38.7,0
cat,Sphynx,207.0,16.2,38.9,0
cat,Bengal,157.0,33.7,38.4,0
dog,Beagle,72.0,15.6,38.4,0
dog,Labrador,78.6,29.4,38.4,0
dog,Poodle,63.0,22.4,38.5,0
dog,Poodle,82.0,20.5,37.9,0
cat,Persian,193.9,16.7,38.5,0
dog,Siberian Husky,73.2,19.0,38.5,0
cat,Persian,143.5,17.8,38.7,0
cat,Siamese,123.2,26.8,39.0,0
dog,Bulldog,68.4,22.5,38.4,0
dog,German Shepherd,82.9,12.6,38.7,0
dog,Siberian Husky,68.6,10.8,37.8,0
cat,Bengal,179.3,18.9,38.4,0
cat,Siamese,202.7,32.4,38.6,0
cat,Sphynx,128.1,29.5,38.0,0
cat,Sphynx,185.4,19.5,38.2,0
dog,Bulldog,60.7,11.0,38.4,0
dog,Siberian Husky,64.7,29.2,38.6,0
cat,Bengal,181.7,19.2,38.4,0
cat,Bengal,416.0,37.3,38.3,1
dog,German Shepherd,62.2,26.7,38.2,0
cat,Sphynx,314.6,21.7,38.5,1
dog,Bulldog,83.1,25.2,38.7,0
cat,Siamese,147.3,31.8,38.4,0
dog,Siberian Husky,89.9,14.5,38.3,0
cat,Persian,212.0,31.1,39.1,0
dog,Beagle,99.9,23.5,38.7,0
cat,Bengal,170.7,27.5,38.4,0
dog,Beagle,99.5,20.3,38.9,0
dog,Labrador,99.4,23.7,37.9,0
dog,German Shepherd,85.3,15.2,37.7,0
cat,Sphynx,211.3,26.5,38.4,0
dog,Siberian Husky,61.3,15.6,38.1,0
cat,Siamese,152.8,35.7,38.2,0
dog,Siberian Husky,96.7,15.6,38.8,0
dog,German Shepherd,60.5,18.4,37.9,0
cat,Persian,193.8,37.7,38.3,0
dog,Beagle,68.4,10.6,38.2,0
dog,German Shepherd,80.7,24.8,38.4,0
cat,Sphynx,207.6,35.9,38.1,0
cat,Sphynx,177.9,17.4,38.2,0
dog,Poodle,82.4,11.9,37.8,0
dog,Bulldog,76.4,21.0,38.2,0
cat,Maine Coon,148.3,39.2,38.9,0
dog,German Shepherd,91.8,12.7,39.0,0
dog,Bulldog,99.2,23.0,38.7,0
cat,Sphynx,153.1,30.0,38.8,0
cat,Maine Coon,138.6,23.3,38.6,0
dog,Labrador,73.5,28.0,38.4,0
dog,Poodle,95.9,22.1,37.5,0
dog,Beagle,64.1,25.0,38.9,0
dog,Labrador,97.9,14.9,38.5,0
dog,Beagle,65.1,12.1,38.6,0
dog,Poodle,80.6,13.2,40.6,3
dog,German Shepherd,87.1,21.3,38.9,0
dog,Labrador,89.2,26.2,38.8,0
cat,Persian,152.2,33.9,38.0,0
dog,Beagle,64.0,19.2,38.0,0
dog,German Shepherd,85.9,15.5,37.8,0
cat,Persian,158.7,17.3,39.1,0
dog,Bulldog,77.0,12.8,38.3,0
dog,Poodle,91.8,21.7,38.5,0
dog,Labrador,69.7,11.9,38.8,0
cat,Sphynx,124.1,31.7,39.0,0
cat,Bengal,131.5,28.9,38.6,0
dog,Poodle,98.5,27.8,37.9,0
dog,Beagle,63.1,13.3,37.6,0
dog,Beagle,74.8,11.0,38.7,0
dog,Siberian Husky,72.0,29.2,38.3,0
dog,Beagle,65.1,20.4,38.7,0
dog,Poodle,65.3,28.0,38.5,0
dog,German Shepherd,67.0,17.2,38.9,0
dog,Siberian Husky,77.9,26.0,38.7,0
cat,Bengal,125.3,37.6,38.9,0
dog,German Shepherd,89.4,10.6,38.4,0
dog,Poodle,91.5,22.1,37.7,0
dog,Bulldog,91.6,20.6,37.9,0
cat,Sphynx,166.2,31.4,38.5,0
cat,Siamese,197.3,64.9,38.2,2
dog,Siberian Husky,72.4,26.2,38.8,0
cat,Persian,148.3,23.4,38.3,0
dog,Siberian Husky,75.8,25.9,37.9,0
dog,German Shepherd,99.4,23.3,37.9,0
cat,Persian,156.5,29.0,39.1,0
dog,Siberian Husky,63.5,13.9,38.7,0
dog,Beagle,97.7,25.9,37.8,0
dog,Beagle,95.4,28.7,38.8,0
dog,Labrador,99.8,19.4,37.9,0
cat,Bengal,199.1,19.8,38.3,0
cat,Siamese,207.6,32.2,38.8,0
cat,Bengal,182.6,27.8,38.2,0
dog,German Shepherd,79.3,19.0,38.1,0
cat,Bengal,196.2,34.3,38.5,0
cat,Bengal,205.0,35.1,39.2,0
dog,Poodle,86.0,27.3,38.8,0
cat,Persian,147.8,34.7,38.7,0
dog,Poodle,89.5,13.6,38.7,0
cat,Sphynx,136.7,36.4,38.3,0
cat,Maine Coon,178.2,18.8,38.8,0
cat,Maine Coon,123.5,39.4,38.8,0
cat,Sphynx,206.4,18.6,38.4,0
dog,Poodle,81.0,19.5,38.2,0
dog,Poodle,172.8,25.2,38.6,1
cat,Bengal,194.0,34.6,38.0,0
cat,Maine Coon,125.6,33.2,38.1,0
dog,German Shepherd,73.9,22.0,38.9,0
cat,Persian,218.1,31.5,39.0,0
dog,Beagle,80.0,17.7,39.0,0
cat,Bengal,125.9,37.7,38.2,0
cat,Sphynx,154.8,87.2,38.8,2
dog,Beagle,63.8,11.1,38.6,0
cat,Maine Coon,183.6,31.9,38.9,0
dog,Labrador,94.9,14.5,38.2,0
cat,Sphynx,180.9,34.8,38.8,0
dog,Poodle,70.6,13.0,38.6,0
dog,German Shepherd,65.0,20.6,40.5,3
dog,Bulldog,98.5,24.5,38.5,0
dog,Poodle,78.6,28.9,38.9,0
dog,Siberian Husky,97.3,17.9,37.6,0
cat,Persian,138.3,26.5,39.0,0
dog,German Shepherd,62.0,23.3,37.6,0
cat,Persian,134.7,34.4,38.0,0
cat,Maine Coon,137.7,31.6,38.6,0
dog,Labrador,88.7,28.9,38.3,0
cat,Maine Coon,189.5,22.1,38.9,0
cat,Maine Coon,210.6,18.7,38.5,0
dog,Siberian Husky,74.8,10.4,38.3,0
dog,Bulldog,67.3,21.8,38.3,0
cat,Siamese,136.7,26.9,38.6,0
dog,Labrador,88.1,17.2,37.9,0
dog,Bulldog,85.8,17.5,40.0,3
cat,Sphynx,219.7,31.8,39.1,0
dog,Bulldog,93.4,24.2,37.7,0
dog,Siberian Husky,80.7,28.5,38.3,0
dog,Poodle,88.7,18.9,38.6,0
dog,Siberian Husky,73.7,13.7,37.5,0
dog,Bulldog,92.1,24.7,37.9,0
dog,Siberian Husky,65.3,20.4,38.7,0
dog,Bulldog,91.4,22.4,38.0,0
dog,Poodle,95.2,10.3,38.9,0
dog,Bulldog,67.4,29.0,37.8,0
cat,Bengal,161.6,26.8,39.1,0
dog,Poodle,61.2,12.6,38.8,0
dog,Labrador,95.0,10.0,37.8,0
cat,Siamese,209.5,32.4,38.5,0
dog,German Shepherd,92.4,28.9,37.7,0
cat,Persian,193.9,34.7,38.5,0
cat,Siamese,178.6,30.3,39.1,0
cat,Maine Coon,189.4,16.2,38.2,0
dog,Labrador,70.8,20.8,37.7,0
dog,Beagle,94.1,29.8,38.5,0
dog,Beagle,78.0,15.9,38.9,0
dog,Labrador,91.8,12.7,38.2,0
cat,Persian,149.0,23.4,38.2,0
cat,Persian,209.9,27.0,38.5,0
cat,Persian,197.8,17.7,38.7,0
dog,Siberian Husky,89.4,16.4,37.6,0
cat,Sphynx,154.9,26.4,38.4,0
dog,Labrador,69.5,25.6,37.9,0
dog,Poodle,61.8,17.1,39.0,0
dog,Siberian Husky,76.2,15.4,37.8,0
dog,Siberian Husky,93.4,25.2,38.0,0
cat,Bengal,137.0,36.5,38.4,0
cat,Bengal,160.0,19.1,38.4,0
dog,Beagle,81.0,14.1,38.2,0
cat,Bengal,159.7,21.9,38.3,0
dog,Poodle,65.8,24.2,38.5,0
dog,Poodle,96.4,16.3,38.5,0
dog,German Shepherd,79.6,18.2,37.8,0
cat,Persian,161.5,34.4,39.7,3
dog,German Shepherd,83.9,23.3,38.1,0
dog,German Shepherd,71.5,20.2,39.9,3
cat,Sphynx,162.9,18.9,38.5,0
dog,Poodle,75.9,25.9,37.7,0
cat,Siamese,196.9,26.3,39.0,0
cat,Sphynx,168.8,21.2,38.1,0
cat,Siamese,182.6,27.9,38.3,0
dog,Poodle,86.6,24.2,37.8,0
dog,Siberian Husky,70.9,13.5,38.0,0
dog,German Shepherd,90.5,21.7,37.9,0
cat,Sphynx,160.8,32.1,38.1,0
dog,German Shepherd,98.0,27.7,40.3,3
dog,Labrador,93.7,13.9,38.7,0
dog,Bulldog,83.5,29.3,38.4,0
cat,Siamese,219.0,21.1,38.5,0
cat,Siamese,126.5,36.6,39.0,0
dog,Bulldog,63.0,25.1,37.9,0
dog,Labrador,62.6,29.1,37.5,0
dog,Poodle,91.4,24.5,38.6,0
cat,Persian,189.9,19.9,38.0,0
cat,Bengal,120.2,38.0,38.1,0
cat,Persian,171.4,31.9,38.7,0
cat,Siamese,159.1,104.2,39.1,2
cat,Siamese,124.5,19.8,38.2,0
cat,Bengal,205.1,32.3,38.3,0
cat,Bengal,192.4,29.8,38.1,0
cat,Siamese,122.9,39.4,38.3,0
dog,Labrador,90.2,11.8,38.8,0
cat,Sphynx,202.2,23.8,38.5,0
cat,Persian,217.8,32.8,38.5,0
cat,Bengal,197.6,18.0,39.1,0
dog,German Shepherd,61.1,21.7,38.9,0
cat,Sphynx,169.0,36.1,39.0,0
cat,Siamese,181.0,33.0,38.8,0
dog,German Shepherd,81.8,27.3,38.6,0
cat,Sphynx,135.5,28.9,38.4,0
dog,Labrador,78.4,17.3,38.4,0
cat,Siamese,134.2,16.0,38.2,0
dog,Beagle,98.2,56.7,37.8,2
cat,Maine Coon,124.4,23.7,38.7,0
cat,Bengal,206.0,16.4,38.4,0
dog,Bulldog,73.8,20.1,38.8,0
cat,Sphynx,183.2,28.5,38.4,0
dog,Siberian Husky,65.0,25.7,37.5,0
dog,Siberian Husky,87.8,13.9,37.6,0
cat,Maine Coon,214.7,18.4,38.4,0
cat,Persian,138.1,27.1,38.0,0
cat,Siamese,123.7,20.5,38.9,0
cat,Persian,176.6,22.3,38.7,0
dog,Poodle,172.2,21.4,38.3,1
dog,German Shepherd,87.0,27.2,38.9,0
dog,Labrador,98.2,81.4,38.9,2
dog,Beagle,73.2,21.8,38.8,0
cat,Maine Coon,193.5,18.3,38.4,0
dog,Poodle,62.8,19.8,38.6,0
cat,Persian,156.9,18.4,38.7,0
cat,Bengal,124.8,22.8,38.8,0
dog,Beagle,67.5,17.1,38.7,0
cat,Maine Coon,149.6,21.9,38.3,0
dog,Poodle,92.0,28.9,38.4,0
cat,Maine Coon,146.3,24.1,38.1,0
cat,Sphynx,122.2,21.1,38.6,0
cat,Siamese,159.3,37.3,38.6,0
cat,Persian,180.7,26.9,38.9,0
dog,Beagle,64.2,15.9,37.6,0
dog,Bulldog,75.9,22.5,38.7,0
dog,Bulldog,77.8,27.4,37.8,0
dog,German Shepherd,93.9,22.0,38.5,0
cat,Bengal,163.3,19.4,38.2,0
cat,Sphynx,197.2,30.9,38.6,0
dog,Poodle,63.2,17.4,37.9,0
dog,Beagle,85.9,15.3,37.5,0
cat,Sphynx,177.0,37.8,39.0,0
cat,Sphynx,129.7,23.0,38.8,0
dog,Bulldog,69.0,23.2,38.4,0
dog,Poodle,97.4,28.2,38.7,0
cat,Siamese,177.7,19.0,38.3,0
dog,Siberian Husky,88.6,23.2,37.9,0
cat,Maine Coon,170.0,32.1,38.3,0
dog,Labrador,62.3,29.9,37.6,0
dog,Poodle,68.4,27.7,38.4,0
cat,Maine Coon,160.5,35.3,38.6,0
dog,Bulldog,95.7,18.2,37.7,0
dog,Siberian Husky,99.0,16.9,38.0,0
cat,Sphynx,211.6,18.6,38.2,0
dog,Bulldog,62.1,18.4,37.9,0
dog,Beagle,97.9,14.4,38.0,0
dog,German Shepherd,94.3,19.3,38.0,0
dog,Siberian Husky,89.9,24.3,38.3,0
cat,Maine Coon,179.8,26.3,38.6,0
cat,Sphynx,145.5,26.3,39.1,0
cat,Maine Coon,206.4,23.9,39.2,0
cat,Persian,184.7,24.4,38.3,0
dog,Labrador,69.4,12.9,37.8,0
cat,Maine Coon,134.4,38.4,39.2,0
cat,Persian,134.4,20.0,38.8,0
cat,Bengal,204.0,26.4,38.2,0
dog,Bulldog,64.2,20.1,38.7,0
cat,Bengal,166.1,27.5,38.2,0
dog,Beagle,93.1,15.1,39.9,3
dog,Siberian Husky,63.6,22.4,38.1,0
cat,Sphynx,148.4,33.2,38.7,0
dog,Bulldog,91.7,25.8,37.6,0
cat,Sphynx,213.4,23.0,39.1,0
cat,Sphynx,172.3,24.3,38.1,0
dog,Bulldog,76.1,20.1,38.8,0
cat,Sphynx,198.3,24.8,38.3,0
dog,Bulldog,64.7,13.4,38.2,0
dog,Bulldog,75.4,26.7,38.9,0
dog,Poodle,61.7,18.0,38.6,0
cat,Persian,195.8,31.6,38.2,0
dog,Poodle,99.5,28.0,38.5,0
dog,German Shepherd,91.6,25.0,38.3,0
cat,Persian,169.3,16.4,38.1,0
dog,Poodle,76.9,16.9,38.1,0
dog,Bulldog,94.2,25.5,38.0,0
dog,Siberian Husky,77.5,15.6,38.4,0
dog,Poodle,68.9,25.0,38.2,0
dog,Bulldog,89.9,22.1,40.1,3
cat,Maine Coon,215.1,18.6,38.0,0
cat,Maine Coon,149.8,26.6,38.4,0
cat,Bengal,176.6,34.0,38.1,0
dog,German Shepherd,95.7,18.4,38.7,0
cat,Sphynx,138.9,30.5,38.0,0
cat,Persian,144.8,18.2,38.4,0
dog,German Shepherd,79.6,18.0,39.0,0
dog,Labrador,62.8,28.2,37.8,0
cat,Maine Coon,130.9,21.7,38.3,0
dog,Labrador,64.0,24.2,37.5,0
dog,Labrador,96.5,18.8,37.6,0
dog,Bulldog,72.9,11.5,38.8,0
cat,Siamese,140.9,25.7,38.4,0
dog,Bulldog,89.8,21.0,37.6,0
dog,Bulldog,94.2,26.0,37.6,0
cat,Sphynx,218.4,21.8,38.8,0
dog,Siberian Husky,73.9,21.9,39.0,0
cat,Maine Coon,194.2,32.6,38.3,0
cat,Persian,126.7,27.2,38.7,0
cat,Bengal,218.8,34.3,38.7,0
dog,Bulldog,79.6,12.2,38.2,0
cat,Bengal,180.0,30.7,38.6,0
dog,Siberian Husky,74.3,15.4,38.1,0
dog,Labrador,80.7,11.5,38.7,0
cat,Siamese,200.2,25.4,38.9,0
cat,Maine Coon,121.6,17.8,38.7,0
cat,Persian,120.9,18.9,38.7,0
dog,Poodle,65.7,25.5,37.9,0
dog,Bulldog,93.9,20.1,38.6,0
cat,Persian,166.6,23.8,40.2,3
cat,Persian,182.2,17.9,38.8,0
cat,Sphynx,139.9,21.4,38.3,0
dog,Poodle,75.9,19.1,38.1,0
dog,Poodle,77.2,25.0,38.6,0
dog,Beagle,66.8,11.1,38.6,0
cat,Sphynx,122.9,38.3,39.1,0
dog,Bulldog,75.6,14.6,38.4,0
cat,Maine Coon,205.2,21.2,38.6,0
dog,Labrador,75.2,27.9,37.5,0
cat,Bengal,212.0,33.0,38.1,0
cat,Maine Coon,180.5,33.1,38.4,0
cat,Siamese,184.6,20.4,38.2,0
cat,Sphynx,156.8,32.1,38.3,0
cat,Siamese,143.6,35.0,38.1,0
dog,Siberian Husky,94.3,11.2,37.8,0
cat,Sphynx,140.5,27.1,38.6,0
cat,Bengal,186.7,37.3,38.5,0
dog,Poodle,67.5,15.7,38.2,0
dog,Siberian Husky,85.8,17.9,38.6,0
cat,Bengal,157.5,33.2,38.5,0
dog,German Shepherd,73.8,22.4,37.6,0
dog,Siberian Husky,78.3,19.7,37.7,0
cat,Siamese,147.7,22.0,38.3,0
cat,Maine Coon,193.9,27.9,38.0,0
dog,Poodle,75.4,13.2,38.5,0
cat,Persian,128.1,39.6,38.4,0
dog,Labrador,88.0,22.3,38.8,0
cat,Persian,181.0,32.4,38.6,0
cat,Siamese,204.7,23.9,40.9,3
dog,German Shepherd,66.6,17.0,38.6,0
cat,Siamese,191.9,37.5,38.2,0
cat,Sphynx,203.8,34.6,38.4,0
cat,Maine Coon,131.7,31.7,39.0,0
cat,Maine Coon,207.6,19.0,38.6,0
dog,Poodle,88.4,23.2,37.6,0
dog,Labrador,69.4,28.7,38.8,0
dog,Labrador,88.4,21.7,38.0,0
dog,Labrador,81.7,20.2,38.5,0
dog,Siberian Husky,93.3,16.2,38.7,0
dog,Poodle,60.6,28.6,38.1,0
dog,Bulldog,70.9,16.3,38.8,0
dog,Siberian Husky,87.7,17.7,38.8,0
dog,Labrador,86.8,19.2,38.1,0
dog,Siberian Husky,162.5,10.7,37.6,1
cat,Bengal,180.9,37.0,39.0,0
dog,Bulldog,97.0,23.4,38.9,0
cat,Bengal,130.2,18.1,38.7,0
dog,Poodle,65.3,12.2,38.9,0
dog,German Shepherd,94.8,22.7,38.8,0
cat,Bengal,133.7,28.6,38.6,0
dog,German Shepherd,91.9,75.6,38.2,2
cat,Persian,218.3,16.2,38.8,0
cat,Maine Coon,160.8,39.6,38.5,0
cat,Sphynx,132.9,21.6,38.8,0
dog,Beagle,62.6,25.5,38.2,0
cat,Maine Coon,143.1,39.5,38.6,0
dog,Poodle,80.1,14.7,38.1,0
cat,Bengal,219.3,32.3,38.3,0
dog,Siberian Husky,93.1,17.6,39.0,0
dog,Labrador,95.6,27.2,37.6,0
cat,Persian,185.9,24.8,38.9,0
dog,Labrador,63.3,11.8,37.8,0
cat,Maine Coon,152.9,24.9,38.1,0
cat,Sphynx,131.3,24.7,38.8,0
dog,Bulldog,68.0,29.8,38.7,0
dog,Labrador,60.5,16.5,38.3,0
cat,Sphynx,214.9,29.8,38.9,0
cat,Bengal,170.6,28.2,38.9,0
dog,Beagle,120.4,16.2,39.0,1
cat,Persian,143.0,23.0,39.1,0
cat,Siamese,128.9,31.6,38.6,0
cat,Bengal,134.2,27.2,38.4,0
dog,German Shepherd,93.9,11.3,37.5,0
cat,Bengal,123.4,20.9,38.3,0
dog,German Shepherd,81.5,29.8,38.8,0
cat,Sphynx,134.3,20.9,38.8,0
dog,German Shepherd,74.8,19.7,38.0,0
dog,Labrador,92.4,11.8,38.7,0
cat,Siamese,152.5,38.4,38.8,0
cat,Siamese,142.2,28.1,39.0,0
dog,Beagle,87.2,11.4,37.5,0
dog,Poodle,74.6,28.3,38.7,0
cat,Persian,165.8,36.4,38.9,0
dog,Siberian Husky,95.9,25.5,37.6,0
dog,Bulldog,77.3,28.4,38.2,0
cat,Siamese,134.9,30.2,38.4,0
dog,German Shepherd,60.8,12.5,38.1,0
dog,Beagle,81.3,27.4,38.5,0
dog,Siberian Husky,68.3,11.4,37.6,0
dog,Poodle,86.9,26.2,38.6,0
cat,Siamese,150.1,29.7,38.7,0
cat,Siamese,213.3,33.2,39.1,0
cat,Bengal,193.2,17.9,38.3,0
cat,Bengal,191.6,21.5,39.2,0
cat,Persian,158.8,22.1,38.5,0
cat,Bengal,148.5,25.1,38.2,0
dog,Bulldog,94.6,19.1,38.2,0
cat,Siamese,120.3,36.9,38.4,0
cat,Sphynx,135.5,31.6,38.1,0
cat,Persian,212.5,18.5,38.7,0
cat,Persian,175.8,38.2,38.1,0
cat,Sphynx,162.8,27.2,39.2,0
cat,Sphynx,185.5,22.1,38.5,0
cat,Siamese,188.0,29.9,38.4,0
cat,Persian,182.1,29.0,38.9,0
cat,Persian,186.3,16.2,38.2,0
dog,Bulldog,94.5,49.9,38.2,2
cat,Sphynx,204.4,21.2,38.0,0
dog,Siberian Husky,63.7,25.6,38.5,0
dog,Siberian Husky,62.0,12.1,38.8,0
dog,Labrador,63.4,11.0,37.9,0
dog,Bulldog,132.5,10.7,39.0,1
cat,Persian,202.8,22.7,38.8,0
dog,Beagle,76.4,23.1,37.9,0
dog,Bulldog,89.9,27.9,38.6,0
dog,Poodle,67.0,15.9,38.5,0
cat,Bengal,159.4,40.0,38.4,0
dog,Siberian Husky,81.8,13.2,38.5,0
dog,Beagle,65.2,17.5,37.6,0
cat,Siamese,134.1,19.0,38.5,0
cat,Bengal,391.6,26.0,38.4,1
cat,Bengal,200.7,37.7,38.9,0
dog,Beagle,65.1,10.4,38.5,0
dog,Poodle,93.1,25.3,38.4,0
dog,German Shepherd,61.9,29.2,38.5,0
dog,Poodle,67.3,25.1,38.1,0
cat,Maine Coon,162.8,23.8,38.8,0
dog,Bulldog,77.9,19.5,38.5,0
dog,Bulldog,73.3,12.5,37.7,0
cat,Bengal,182.5,27.8,39.0,0
cat,Persian,216.4,39.2,38.5,0
cat,Bengal,151.9,31.5,38.2,0
cat,Maine Coon,123.9,33.8,38.4,0
dog,Beagle,85.3,10.3,38.5,0
cat,Maine Coon,188.6,32.4,38.0,0
dog,Labrador,65.6,20.9,40.6,3
cat,Bengal,151.5,37.0,38.4,0
dog,Bulldog,65.1,18.6,37.7,0
dog,Bulldog,75.5,14.8,37.6,0
dog,Bulldog,87.0,25.3,37.6,0
dog,Poodle,75.4,72.7,38.8,2
cat,Siamese,212.7,32.9,38.2,0
dog,German Shepherd,94.6,10.2,38.7,0
dog,German Shepherd,99.8,23.2,38.3,0
dog,Labrador,71.7,18.3,38.1,0
dog,Poodle,63.8,12.1,37.6,0
dog,Bulldog,76.9,23.0,37.9,0
cat,Maine Coon,204.4,97.3,38.8,2
dog,German Shepherd,67.4,28.4,38.1,0
cat,Sphynx,401.8,25.0,38.9,1
dog,Labrador,87.5,20.2,37.7,0
dog,Siberian Husky,97.4,11.0,37.8,0
cat,Sphynx,147.1,30.4,39.1,0
cat,Persian,214.2,31.7,38.3,0
cat,Siamese,155.9,23.8,38.3,0
cat,Bengal,210.0,18.8,38.4,0
cat,Persian,204.5,33.1,39.1,0
cat,Persian,131.2,20.3,38.9,0
cat,Siamese,207.4,17.4,38.4,0
dog,Bulldog,67.7,12.6,37.9,0
cat,Sphynx,179.2,23.1,40.9,3
dog,Beagle,84.6,28.2,38.3,0
dog,Siberian Husky,60.4,24.6,38.4,0
cat,Maine Coon,123.5,33.9,38.8,0
dog,Beagle,68.1,25.4,38.1,0
dog,Poodle,67.0,11.3,38.4,0
dog,Poodle,67.6,18.0,38.9,0
cat,Sphynx,201.7,18.1,39.8,3
dog,German Shepherd,71.0,21.9,38.5,0
cat,Maine Coon,153.4,16.7,38.1,0
cat,Persian,173.2,18.1,38.3,0
dog,Labrador,71.2,21.6,37.8,0
dog,Bulldog,91.0,17.2,37.8,0
cat,Bengal,219.4,19.0,38.7,0
dog,Poodle,94.1,10.8,37.6,0
dog,Poodle,75.4,29.6,38.1,0
dog,Labrador,83.0,88.6,37.7,2
dog,Beagle,69.7,17.1,37.7,0
cat,Bengal,164.3,38.8,38.2,0
dog,Poodle,73.4,11.5,37.9,0
dog,Siberian Husky,79.4,16.0,38.3,0
dog,Siberian Husky,64.7,12.5,38.5,0
dog,Bulldog,81.7,11.7,37.6,0
cat,Persian,200.9,24.5,39.1,0
dog,Labrador,83.3,29.0,38.2,0
dog,Beagle,64.1,24.4,38.3,0
dog,Beagle,99.6,23.7,40.7,3
dog,German Shepherd,71.0,20.1,38.7,0
dog,German Shepherd,82.9,28.9,38.6,0
dog,Bulldog,73.7,21.9,37.8,0
dog,German Shepherd,82.8,28.6,38.3,0
dog,German Shepherd,97.2,11.4,37.8,0
dog,Bulldog,92.2,25.2,37.7,0
cat,Siamese,148.1,18.9,38.4,0
cat,Maine Coon,130.6,20.5,38.6,0
cat,Persian,191.3,18.4,38.5,0
cat,Maine Coon,171.1,25.2,38.3,0
dog,Labrador,75.1,25.0,38.1,0
dog,Poodle,81.2,24.1,37.9,0
dog,Labrador,89.6,14.5,38.5,0
dog,German Shepherd,86.3,16.2,38.6,0
cat,Maine Coon,162.4,29.0,38.4,0
dog,German Shepherd,72.8,11.9,38.1,0
cat,Sphynx,209.8,16.9,39.1,0
dog,Labrador,90.4,29.7,38.9,0
cat,Sphynx,152.2,38.1,39.1,0
cat,Persian,201.8,26.6,38.6,0
dog,Beagle,61.6,16.9,37.9,0
cat,Maine Coon,121.4,37.6,38.5,0
cat,Persian,199.7,32.2,38.5,0
cat,Siamese,144.2,39.6,39.1,0
cat,Bengal,177.5,18.0,38.3,0
dog,Poodle,88.0,25.1,38.8,0
cat,Persian,187.8,18.5,38.6,0
cat,Siamese,180.9,17.2,39.0,0
dog,Bulldog,99.8,12.3,38.6,0
dog,Siberian Husky,66.5,29.2,40.3,3
cat,Siamese,217.6,31.0,40.1,3
dog,Bulldog,94.0,17.9,37.9,0
dog,German Shepherd,72.1,19.2,37.9,0
cat,Bengal,141.4,30.3,38.1,0
cat,Bengal,191.8,29.7,38.6,0
dog,Poodle,63.4,27.9,37.8,0
dog,German Shepherd,78.9,27.5,37.6,0
dog,Labrador,73.2,26.7,38.0,0
cat,Sphynx,143.2,16.3,38.8,0
dog,Siberian Husky,73.6,20.9,38.6,0
cat,Siamese,205.9,31.6,38.2,0
dog,Beagle,87.4,15.8,37.8,0
dog,Bulldog,62.9,23.7,38.3,0
cat,Sphynx,211.2,20.2,39.0,0
dog,Beagle,60.9,25.1,38.2,0
cat,Sphynx,189.9,19.7,38.1,0
dog,German Shepherd,78.2,27.8,38.4,0
dog,Siberian Husky,95.2,14.3,38.5,0
dog,German Shepherd,74.5,16.4,38.8,0
dog,Beagle,90.5,18.2,38.6,0
cat,Sphynx,401.7,16.3,39.1,1
dog,Bulldog,99.0,68.3,38.2,2
cat,Maine Coon,180.6,24.6,38.1,0
dog,Labrador,85.4,22.0,37.8,0
cat,Sphynx,185.2,33.7,38.0,0
dog,Bulldog,88.1,21.1,38.8,0
dog,Poodle,61.4,28.5,37.8,0
dog,Poodle,78.0,17.0,38.3,0
cat,Sphynx,203.2,30.8,38.8,0
dog,Bulldog,99.3,12.2,38.1,0
cat,Bengal,191.8,29.4,38.1,0
dog,German Shepherd,91.1,28.8,38.8,0
cat,Maine Coon,170.6,17.3,38.3,0
dog,Labrador,65.1,11.2,38.0,0
cat,Siamese,198.9,33.1,38.3,0
dog,Poodle,75.2,22.1,38.0,0
dog,Bulldog,85.3,22.7,38.3,0
cat,Bengal,184.7,36.3,38.5,0
dog,German Shepherd,86.9,28.0,38.2,0
dog,Bulldog,83.1,13.3,38.1,0
cat,Persian,179.4,21.0,38.3,0
dog,Labrador,82.8,27.4,38.4,0
cat,Siamese,148.5,28.5,39.0,0
cat,Bengal,204.3,35.3,38.9,0
dog,Beagle,83.5,17.1,38.7,0
cat,Sphynx,208.9,24.3,38.4,0
